Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,61,C,,,BSC-O,1,3,
STAT 303,,62,C,,,BSC-O,3,3,
MATH 319,,61,C,,,BSC-O,3,3,
COSC 121,,71,B-,,,BSC-O,1,3,
COSC 341,,63,C,,,BSC-O,3,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 101,,57,C-,,,BSC-O,1,3,
PHYS 215,,70,B-,,,BSC-O,2,3,
MATH 200,,65,C+,,,BSC-O,2,3,
PHYS 216,,63,C,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 231,,61,C,,,BSC-O,2,3,
PHYS 111,,62,C,,,BSC-O,1,3,
PHYS 232,,59,C-,,,BSC-O,2,3,
DATA 311,,,,,1,BSC-O,3,3,
CHEM 123,,61,C,,,BSC-O,1,3,
CHEM 121,,64,C+,,,BSC-O,1,3,
MATH 327,,59,C-,,,BSC-O,3,3,
MATH 307,,62,C,,,BSC-O,3,3,
COSC 111,,59,C-,,,BSC-O,1,3,
MATH 215,,61,C,,,BSC-O,2,3,
COSC 310,,61,C,,,BSC-O,3,3,
MATH 216,,70,B-,,,BSC-O,2,3,
MATH 231,,71,B-,,,BSC-O,2,3,
MATH 232,,62,C,,,BSC-O,2,3,
PHYS 328,,66,C+,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,59,C-,,,BSC-O,3,3,
MATH 311,,58,C-,,,BSC-O,3,3,
PHYS 301,,72,B,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,58,C-,,,BSC-O,1,3,
PHYS 200,,69,B-,,,BSC-O,2,3,
PHYS 121,,69,B-,,,BSC-O,1,3,
PHYS 122,,72,B,,,BSC-O,1,3,
