Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,94,A+,,,BSC-O,1,3,
STAT 230,,89,A,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,90,A+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,86,A,,,BSC-O,1,3,
COSC 221,,89,A,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,83,A-,,,BSC-O,1,3,
COSC 123,,92,A+,,,BSC-O,1,3,
COSC 211,,87,A,,,BSC-O,2,3,
COSC 222,,90,A+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,84,A-,,,BSC-O,1,3,
MATH 221,,86,A,,,BSC-O,2,3,
MATH 101,,93,A+,,,BSC-O,1,3,
PHYS 225,,87,A,,,BSC-O,2,3,
PHYS 112,,87,A,,,BSC-O,1,3,
PHYS 200,,86,A,,,BSC-O,2,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
