Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
COSC 305,,70,B-,,,BSC-O,3,3,
COSC 449,,67,C+,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,74,B,,,BSC-O,3,3,
COSC 121,,65,C+,,,BSC-O,1,3,
COSC 341,,68,B-,,,BSC-O,3,3,
COSC 221,,68,B-,,,BSC-O,2,3,
COSC 320,,78,B+,,,BSC-O,3,3,
COSC 123,,68,B-,,,BSC-O,1,3,
COSC 222,,80,A-,,,BSC-O,2,3,
MATH 100,,76,B+,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,66,C+,,,BSC-O,1,3,
PHYS 112,,78,B+,,,BSC-O,1,3,
PHYS 111,,73,B,,,BSC-O,1,3,
PHYS 331,,74,B,,,BSC-O,3,3,
PHIL 331,,66,C+,,,BSC-O,4,3,
DATA 311,,79,B+,,,BSC-O,3,3,
STAT 230,,77,B+,,,BSC-O,2,3,
COSC 111,,68,B-,,,BSC-O,1,3,
COSC 211,,76,B+,,,BSC-O,2,3,
COSC 310,,69,B-,,,BSC-O,3,3,
PHYS 225,,74,B,,,BSC-O,2,3,
PHYS 200,,78,B+,,,BSC-O,2,3,
