Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
DATA 101,,65,C+,,,BSC-O,1,3,
CHEM 111,,75,B,,,BSC-O,1,3,
STAT 230,,76,B+,,,BSC-O,2,3,
CHEM 123,,64,C+,,,BSC-O,1,3,
CHEM 121,,71,B-,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 111,,69,B-,,,BSC-O,1,3,
MATH 303,,,,,,BSC-O,3,3,
MATH 100,,64,C+,,,BSC-O,1,3,
MATH 221,,63,C,,,BSC-O,2,3,
MATH 101,,73,B,,,BSC-O,1,3,
MATH 200,,75,B,,,BSC-O,2,3,
PHYS 112,,68,B-,,,BSC-O,1,3,
CHEM 113,,71,B-,,,BSC-O,1,3,
PHYS 121,,65,C+,,,BSC-O,1,3,
PHYS 111,,68,B-,,,BSC-O,1,3,
PHYS 122,,68,B-,,,BSC-O,1,3,
DATA 315,,,,,,BSC-O,3,3,
