Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,90,A+,,,BSC-O,3,3,
STAT 121,,80,A-,,,BSC-O,1,3,
COSC 305,,77,B+,,,BSC-O,3,3,
COSC 301,,77,B+,,,BSC-O,3,3,
STAT 303,,87,A,,,BSC-O,3,3,
COSC 304,,79,B+,,,BSC-O,3,3,
COSC 121,,81,A-,,,BSC-O,1,3,
COSC 341,,78,B+,,,BSC-O,3,3,
COSC 221,,81,A-,,,BSC-O,2,3,
COSC 122,,76,B+,,,BSC-O,1,3,
COSC 222,,76,B+,,,BSC-O,2,3,
COSC 344,,81,A-,,,BSC-O,3,3,
MATH 100,,82,A-,,,BSC-O,1,3,
MATH 221,,86,A,,,BSC-O,2,3,
MATH 101,,81,A-,,,BSC-O,1,3,
MATH 200,,82,A-,,,BSC-O,2,3,
PHYS 112,,88,A,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
DATA 311,,85,A,,,BSC-O,3,3,
PHIL 331,,87,A,,,BSC-O,3,3,
STAT 230,,91,A+,,,BSC-O,2,3,
COSC 111,,85,A,,,BSC-O,1,3,
COSC 310,,87,A,,,BSC-O,3,3,
PHYS 403,,,,,1,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
PHYS 324,,,,,1,BSC-O,3,3,
PHYS 121,,88,A,,,BSC-O,1,3,
PHYS 122,,90,A+,,,BSC-O,1,3,
