Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,83,A-,,,BSC-O,3,3,
COSC 121,,75,B,,,BSC-O,1,3,
COSC 341,,83,A-,,,BSC-O,3,3,
COSC 221,,88,A,,,BSC-O,2,3,
COSC 320,,87,A,,,BSC-O,3,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 123,,89,A,,,BSC-O,1,3,
COSC 222,,80,A-,,,BSC-O,2,3,
MATH 100,,75,B,,,BSC-O,1,3,
MATH 221,,82,A-,,,BSC-O,2,3,
MATH 101,,84,A-,,,BSC-O,1,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 231,,86,A,,,BSC-O,2,3,
PHYS 111,,81,A-,,,BSC-O,1,3,
PHYS 331,,74,B,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,83,A-,,,BSC-O,2,3,
COSC 111,,78,B+,,,BSC-O,1,3,
COSC 211,,88,A,,,BSC-O,2,3,
COSC 310,,83,A-,,,BSC-O,3,3,
PHYS 304,,79,B+,,,BSC-O,3,3,
PHYS 301,,83,A-,,,BSC-O,3,3,
PHYS 200,,77,B+,,,BSC-O,2,3,
