Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,,,,1,BSC-O,1,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,73,B,,,BSC-O,3,3,
COSC 121,,86,A,,,BSC-O,1,3,
COSC 341,,82,A-,,,BSC-O,3,3,
COSC 221,,78,B+,,,BSC-O,2,3,
COSC 320,,77,B+,,,BSC-O,3,3,
COSC 123,,77,B+,,,BSC-O,1,3,
COSC 222,,77,B+,,,BSC-O,2,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,76,B+,,,BSC-O,2,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 112,,85,A,,,BSC-O,1,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
PHYS 331,,80,A-,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,71,B-,,,BSC-O,2,3,
COSC 111,,77,B+,,,BSC-O,1,3,
COSC 211,,74,B,,,BSC-O,2,3,
COSC 310,,84,A-,,,BSC-O,3,3,
PHYS 301,,84,A-,,,BSC-O,3,3,
PHYS 324,,81,A-,,,BSC-O,3,3,
PHYS 225,,76,B+,,,BSC-O,2,3,
PHYS 200,,75,B,,,BSC-O,2,3,
