Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,68,B-,,,BSC-O,1,3,
CHEM 123,,73,B,,,BSC-O,1,3,
CHEM 121,,70,B-,,,BSC-O,1,3,
COSC 121,,74,B,,,BSC-O,1,3,
COSC 111,,82,A-,,,BSC-O,1,3,
MATH 215,,,,,,BSC-O,2,3,
MATH 216,,,,,,BSC-O,2,3,
MATH 231,,,,,,BSC-O,2,3,
MATH 100,,78,B+,,,BSC-O,1,3,
MATH 232,,,,,,BSC-O,2,3,
MATH 101,,67,C+,,,BSC-O,1,3,
PHYS 215,,,,,,BSC-O,2,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 216,,,,,,BSC-O,2,3,
PHYS 112,,77,B+,,,BSC-O,1,3,
CHEM 113,,80,A-,,,BSC-O,1,3,
PHYS 200,,,,,,BSC-O,2,3,
PHYS 121,,71,B-,,,BSC-O,1,3,
PHYS 231,,,,,,BSC-O,2,3,
PHYS 111,,71,B-,,,BSC-O,1,3,
PHYS 122,,71,B-,,,BSC-O,1,3,
PHYS 232,,,,,,BSC-O,2,3,
