Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 230,,76,B+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,70,B-,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,77,B+,,,BSC-O,1,3,
COSC 221,,73,B,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 123,,75,B,,,BSC-O,1,3,
COSC 211,,74,B,,,BSC-O,2,3,
COSC 222,,72,B,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,76,B+,,,BSC-O,2,3,
MATH 101,,70,B-,,,BSC-O,1,3,
PHYS 225,,68,B-,,,BSC-O,2,3,
PHYS 112,,79,B+,,,BSC-O,1,3,
PHYS 231,,69,B-,,,BSC-O,2,3,
PHYS 111,,78,B+,,,BSC-O,1,3,
