Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,97,A+,,,BSC-O,1,3,
COSC 301,,100,A+,,,BSC-O,3,3,
STAT 303,,91,A+,,,BSC-O,3,3,
MATH 319,,100,A+,,,BSC-O,3,3,
COSC 121,,94,A+,,,BSC-O,1,3,
COSC 341,,94,A+,,,BSC-O,3,3,
COSC 221,,,,,1,BSC-O,2,3,
COSC 222,,,,,1,BSC-O,2,3,
PHYS 418,,95,A+,,,BSC-O,4,3,
MATH 100,,89,A,,,BSC-O,1,3,
MATH 101,,100,A+,,,BSC-O,1,3,
PHYS 215,,99,A+,,,BSC-O,2,3,
MATH 200,,100,A+,,,BSC-O,2,3,
PHYS 216,,100,A+,,,BSC-O,2,3,
PHYS 112,,100,A+,,,BSC-O,1,3,
PHYS 231,,93,A+,,,BSC-O,2,3,
PHYS 111,,97,A+,,,BSC-O,1,3,
PHYS 232,,97,A+,,,BSC-O,2,3,
DATA 311,,,,,1,BSC-O,3,3,
CHEM 123,,100,A+,,,BSC-O,1,3,
CHEM 121,,91,A+,,,BSC-O,1,3,
MATH 327,,100,A+,,,BSC-O,3,3,
MATH 307,,100,A+,,,BSC-O,3,3,
COSC 111,,91,A+,,,BSC-O,1,3,
MATH 215,,91,A+,,,BSC-O,2,3,
MATH 216,,93,A+,,,BSC-O,2,3,
MATH 231,,94,A+,,,BSC-O,2,3,
MATH 232,,97,A+,,,BSC-O,2,3,
PHYS 328,,92,A+,,,BSC-O,3,3,
PHYS 402,,100,A+,,,BSC-O,4,3,
PHYS 304,,92,A+,,,BSC-O,3,3,
MATH 311,,90,A+,,,BSC-O,3,3,
PHYS 301,,89,A,,,BSC-O,3,3,
PHYS 401,,93,A+,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,100,A+,,,BSC-O,1,3,
PHYS 200,,100,A+,,,BSC-O,2,3,
PHYS 121,,90,A+,,,BSC-O,1,3,
PHYS 122,,92,A+,,,BSC-O,1,3,
