Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,84,A-,,,BSC-O,3,3,
DATA 421,,83,A-,,,BSC-O,4,3,
DATA 101,,73,B,,,BSC-O,1,3,
CHEM 111,,83,A-,,,BSC-O,1,3,
STAT 303,,75,B,,,BSC-O,3,3,
COSC 303,,81,A-,,,BSC-O,3,3,
COSC 304,,86,A,,,BSC-O,3,3,
MATH 303,,81,A-,,,BSC-O,3,3,
COSC 222,,,,,1,BSC-O,2,3,
MATH 100,,85,A,,,BSC-O,1,3,
MATH 221,,78,B+,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
MATH 200,,83,A-,,,BSC-O,2,3,
PHYS 112,,80,A-,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,84,A-,,,BSC-O,1,3,
DATA 315,,76,B+,,,BSC-O,3,3,
DATA 311,,85,A,,,BSC-O,3,3,
DATA 410,,84,A-,,,BSC-O,4,3,
STAT 230,,72,B,,,BSC-O,2,3,
CHEM 123,,75,B,,,BSC-O,1,3,
CHEM 121,,71,B-,,,BSC-O,1,3,
MATH 307,,73,B,,,BSC-O,3,3,
COSC 111,,73,B,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
CHEM 113,,85,A,,,BSC-O,1,3,
DATA 407,,85,A,,,BSC-O,4,3,
PHYS 420,,78,B+,,,BSC-O,4,3,
PHYS 200,,,,,1,BSC-O,2,3,
PHYS 121,,71,B-,,,BSC-O,1,3,
DATA 405,,86,A,,,BSC-O,4,3,
PHYS 122,,81,A-,,,BSC-O,1,3,
