Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,87,A,,,BSC-O,1,3,
STAT 230,,78,B+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,73,B,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,74,B,,,BSC-O,1,3,
COSC 221,,73,B,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,86,A,,,BSC-O,1,3,
COSC 123,,85,A,,,BSC-O,1,3,
COSC 211,,83,A-,,,BSC-O,2,3,
COSC 222,,74,B,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,76,B+,,,BSC-O,2,3,
MATH 101,,83,A-,,,BSC-O,1,3,
PHYS 225,,80,A-,,,BSC-O,2,3,
PHYS 112,,86,A,,,BSC-O,1,3,
PHYS 200,,79,B+,,,BSC-O,2,3,
PHYS 231,,76,B+,,,BSC-O,2,3,
PHYS 111,,72,B,,,BSC-O,1,3,
