Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,57,C-,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,57,C-,,,BSC-O,1,3,
CHEM 111,,64,C+,,,BSC-O,1,3,
STAT 303,,63,C,,,BSC-O,3,3,
COSC 303,,66,C+,,,BSC-O,3,3,
COSC 304,,58,C-,,,BSC-O,3,3,
MATH 303,,70,B-,,,BSC-O,3,3,
MATH 100,,62,C,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,61,C,,,BSC-O,1,3,
MATH 200,,61,C,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 111,,61,C,,,BSC-O,1,3,
DATA 315,,64,C+,,,BSC-O,3,3,
DATA 311,,63,C,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,59,C-,,,BSC-O,2,3,
CHEM 123,,66,C+,,,BSC-O,1,3,
CHEM 121,,67,C+,,,BSC-O,1,3,
MATH 307,,71,B-,,,BSC-O,3,3,
COSC 111,,69,B-,,,BSC-O,1,3,
CHEM 113,,71,B-,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,57,C-,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,62,C,,,BSC-O,1,3,
