Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,3,3,
STAT 230,,73,B,,,BSC-O,2,3,
STAT 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,83,A-,,,BSC-O,1,3,
COSC 111,,83,A-,,,BSC-O,1,3,
COSC 221,,71,B-,,,BSC-O,2,3,
COSC 222,,77,B+,,,BSC-O,2,3,
MATH 100,,76,B+,,,BSC-O,1,3,
MATH 221,,83,A-,,,BSC-O,2,3,
MATH 101,,75,B,,,BSC-O,1,3,
MATH 200,,81,A-,,,BSC-O,2,3,
PHYS 112,,75,B,,,BSC-O,1,3,
PHYS 121,,74,B,,,BSC-O,1,3,
PHYS 111,,75,B,,,BSC-O,1,3,
PHYS 122,,71,B-,,,BSC-O,1,3,
