Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,68,B-,,,BSC-O,1,3,
COSC 305,,59,C-,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,58,C-,,,BSC-O,3,3,
COSC 121,,55,C-,,,BSC-O,1,3,
COSC 341,,70,B-,,,BSC-O,3,3,
COSC 221,,68,B-,,,BSC-O,2,3,
COSC 320,,61,C,,,BSC-O,3,3,
COSC 122,,56,C-,,,BSC-O,1,3,
COSC 123,,63,C,,,BSC-O,1,3,
COSC 222,,62,C,,,BSC-O,2,3,
MATH 100,,56,C-,,,BSC-O,1,3,
MATH 221,,57,C-,,,BSC-O,2,3,
MATH 101,,62,C,,,BSC-O,1,3,
PHYS 112,,65,C+,,,BSC-O,1,3,
PHYS 231,,63,C,,,BSC-O,2,3,
PHYS 111,,55,C-,,,BSC-O,1,3,
PHYS 331,,58,C-,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,68,B-,,,BSC-O,3,3,
STAT 230,,70,B-,,,BSC-O,2,3,
COSC 111,,64,C+,,,BSC-O,1,3,
COSC 211,,62,C,,,BSC-O,2,3,
COSC 310,,65,C+,,,BSC-O,3,3,
PHYS 304,,64,C+,,,BSC-O,3,3,
PHYS 301,,56,C-,,,BSC-O,3,3,
PHYS 225,,68,B-,,,BSC-O,2,3,
PHYS 200,,70,B-,,,BSC-O,2,3,
