Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,83,A-,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,79,B+,,,BSC-O,1,3,
CHEM 111,,91,A+,,,BSC-O,1,3,
STAT 303,,89,A,,,BSC-O,3,3,
COSC 303,,80,A-,,,BSC-O,3,3,
COSC 304,,84,A-,,,BSC-O,3,3,
MATH 303,,87,A,,,BSC-O,3,3,
MATH 100,,81,A-,,,BSC-O,1,3,
MATH 221,,79,B+,,,BSC-O,2,3,
MATH 101,,85,A,,,BSC-O,1,3,
MATH 200,,79,B+,,,BSC-O,2,3,
PHYS 112,,88,A,,,BSC-O,1,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
DATA 315,,91,A+,,,BSC-O,3,3,
DATA 311,,86,A,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,79,B+,,,BSC-O,2,3,
CHEM 123,,92,A+,,,BSC-O,1,3,
CHEM 121,,91,A+,,,BSC-O,1,3,
MATH 307,,92,A+,,,BSC-O,3,3,
COSC 111,,90,A+,,,BSC-O,1,3,
CHEM 113,,89,A,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,83,A-,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,80,A-,,,BSC-O,1,3,
