Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,92,A+,,,BSC-O,1,3,
STAT 230,,98,A+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,92,A+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,90,A+,,,BSC-O,1,3,
COSC 221,,85,A,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,85,A,,,BSC-O,1,3,
COSC 123,,98,A+,,,BSC-O,1,3,
COSC 211,,97,A+,,,BSC-O,2,3,
COSC 222,,93,A+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,85,A,,,BSC-O,1,3,
MATH 221,,98,A+,,,BSC-O,2,3,
MATH 101,,98,A+,,,BSC-O,1,3,
PHYS 225,,96,A+,,,BSC-O,2,3,
PHYS 112,,99,A+,,,BSC-O,1,3,
PHYS 200,,99,A+,,,BSC-O,2,3,
PHYS 231,,92,A+,,,BSC-O,2,3,
PHYS 111,,86,A,,,BSC-O,1,3,
