Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
COSC 449,,,,,,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,71,B-,,,BSC-O,3,3,
COSC 121,,69,B-,,,BSC-O,1,3,
COSC 341,,74,B,,,BSC-O,3,3,
COSC 221,,82,A-,,,BSC-O,2,3,
COSC 320,,71,B-,,,BSC-O,3,3,
COSC 123,,77,B+,,,BSC-O,1,3,
COSC 222,,69,B-,,,BSC-O,2,3,
COSC 344,,68,B-,,,BSC-O,3,3,
MATH 100,,78,B+,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 112,,72,B,,,BSC-O,1,3,
PHYS 231,,76,B+,,,BSC-O,2,3,
PHYS 111,,76,B+,,,BSC-O,1,3,
PHYS 331,,81,A-,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,82,A-,,,BSC-O,3,3,
STAT 230,,67,C+,,,BSC-O,2,3,
COSC 111,,82,A-,,,BSC-O,1,3,
COSC 211,,76,B+,,,BSC-O,2,3,
COSC 310,,80,A-,,,BSC-O,3,3,
PHYS 200,,68,B-,,,BSC-O,2,3,
