Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,92,A+,,,BSC-O,1,3,
STAT 303,,97,A+,,,BSC-O,3,3,
MATH 319,,91,A+,,,BSC-O,3,3,
COSC 121,,90,A+,,,BSC-O,1,3,
COSC 222,,,,,1,BSC-O,2,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,93,A+,,,BSC-O,1,3,
MATH 101,,99,A+,,,BSC-O,1,3,
PHYS 215,,87,A,,,BSC-O,2,3,
MATH 200,,89,A,,,BSC-O,2,3,
PHYS 216,,95,A+,,,BSC-O,2,3,
PHYS 112,,96,A+,,,BSC-O,1,3,
PHYS 231,,85,A,,,BSC-O,2,3,
PHYS 111,,85,A,,,BSC-O,1,3,
PHYS 232,,94,A+,,,BSC-O,2,3,
CHEM 123,,99,A+,,,BSC-O,1,3,
CHEM 121,,91,A+,,,BSC-O,1,3,
MATH 327,,86,A,,,BSC-O,3,3,
MATH 307,,98,A+,,,BSC-O,3,3,
COSC 111,,96,A+,,,BSC-O,1,3,
MATH 215,,98,A+,,,BSC-O,2,3,
MATH 216,,99,A+,,,BSC-O,2,3,
MATH 231,,92,A+,,,BSC-O,2,3,
MATH 232,,93,A+,,,BSC-O,2,3,
PHYS 328,,87,A,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,89,A,,,BSC-O,3,3,
MATH 311,,92,A+,,,BSC-O,3,3,
PHYS 301,,96,A+,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,90,A+,,,BSC-O,1,3,
PHYS 200,,92,A+,,,BSC-O,2,3,
PHYS 121,,84,A-,,,BSC-O,1,3,
PHYS 122,,87,A,,,BSC-O,1,3,
