Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,80,A-,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,75,B,,,BSC-O,1,3,
MATH 100,,75,B,,,BSC-O,1,3,
MATH 101,,84,A-,,,BSC-O,1,3,
PHYS 215,,79,B+,,,BSC-O,2,3,
MATH 200,,72,B,,,BSC-O,2,3,
PHYS 216,,81,A-,,,BSC-O,2,3,
PHYS 112,,83,A-,,,BSC-O,1,3,
PHYS 231,,82,A-,,,BSC-O,2,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
PHYS 232,,83,A-,,,BSC-O,2,3,
CHEM 123,,82,A-,,,BSC-O,1,3,
CHEM 121,,76,B+,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,82,A-,,,BSC-O,1,3,
MATH 215,,75,B,,,BSC-O,2,3,
MATH 216,,71,B-,,,BSC-O,2,3,
MATH 231,,80,A-,,,BSC-O,2,3,
MATH 232,,76,B+,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,71,B-,,,BSC-O,1,3,
PHYS 200,,73,B,,,BSC-O,2,3,
PHYS 121,,79,B+,,,BSC-O,1,3,
PHYS 122,,85,A,,,BSC-O,1,3,
