Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
CHEM 111,,91,A+,,,BSC-O,1,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,88,A,,,BSC-O,3,3,
MATH 319,,95,A+,,,BSC-O,3,3,
COSC 121,,100,A+,,,BSC-O,1,3,
PHYS 418,,98,A+,,,BSC-O,4,3,
MATH 100,,92,A+,,,BSC-O,1,3,
MATH 101,,99,A+,,,BSC-O,1,3,
PHYS 215,,94,A+,,,BSC-O,2,3,
MATH 200,,88,A,,,BSC-O,2,3,
PHYS 216,,99,A+,,,BSC-O,2,3,
PHYS 112,,95,A+,,,BSC-O,1,3,
PHYS 231,,93,A+,,,BSC-O,2,3,
PHYS 111,,93,A+,,,BSC-O,1,3,
PHYS 232,,100,A+,,,BSC-O,2,3,
STAT 230,,,,,1,BSC-O,2,3,
CHEM 123,,100,A+,,,BSC-O,1,3,
CHEM 121,,90,A+,,,BSC-O,1,3,
MATH 327,,91,A+,,,BSC-O,3,3,
MATH 307,,100,A+,,,BSC-O,3,3,
COSC 111,,90,A+,,,BSC-O,1,3,
MATH 215,,91,A+,,,BSC-O,2,3,
COSC 310,,95,A+,,,BSC-O,3,3,
MATH 216,,99,A+,,,BSC-O,2,3,
MATH 231,,99,A+,,,BSC-O,2,3,
MATH 232,,95,A+,,,BSC-O,2,3,
PHYS 328,,95,A+,,,BSC-O,3,3,
PHYS 402,,92,A+,,,BSC-O,4,3,
PHYS 304,,100,A+,,,BSC-O,3,3,
MATH 311,,95,A+,,,BSC-O,3,3,
PHYS 301,,99,A+,,,BSC-O,3,3,
PHYS 401,,98,A+,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,98,A+,,,BSC-O,1,3,
PHYS 200,,89,A,,,BSC-O,2,3,
PHYS 121,,99,A+,,,BSC-O,1,3,
PHYS 122,,92,A+,,,BSC-O,1,3,
