Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
DATA 101,,82,A-,,,BSC-O,1,3,
CHEM 111,,69,B-,,,BSC-O,1,3,
STAT 230,,78,B+,,,BSC-O,2,3,
CHEM 123,,73,B,,,BSC-O,1,3,
CHEM 121,,70,B-,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 111,,79,B+,,,BSC-O,1,3,
MATH 303,,,,,,BSC-O,3,3,
MATH 100,,71,B-,,,BSC-O,1,3,
MATH 221,,77,B+,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
MATH 200,,68,B-,,,BSC-O,2,3,
PHYS 112,,80,A-,,,BSC-O,1,3,
CHEM 113,,78,B+,,,BSC-O,1,3,
PHYS 121,,78,B+,,,BSC-O,1,3,
PHYS 111,,77,B+,,,BSC-O,1,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
DATA 315,,,,,,BSC-O,3,3,
