Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,81,A-,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,72,B,,,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
STAT 303,,69,B-,,,BSC-O,3,3,
COSC 303,,70,B-,,,BSC-O,3,3,
COSC 304,,78,B+,,,BSC-O,3,3,
MATH 303,,77,B+,,,BSC-O,3,3,
MATH 100,,75,B,,,BSC-O,1,3,
MATH 221,,82,A-,,,BSC-O,2,3,
MATH 101,,78,B+,,,BSC-O,1,3,
MATH 200,,76,B+,,,BSC-O,2,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 111,,74,B,,,BSC-O,1,3,
DATA 315,,79,B+,,,BSC-O,3,3,
DATA 311,,77,B+,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,75,B,,,BSC-O,2,3,
CHEM 123,,75,B,,,BSC-O,1,3,
CHEM 121,,74,B,,,BSC-O,1,3,
MATH 307,,75,B,,,BSC-O,3,3,
COSC 111,,68,B-,,,BSC-O,1,3,
CHEM 113,,68,B-,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,71,B-,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,69,B-,,,BSC-O,1,3,
