Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,58,C-,,,BSC-O,3,3,
STAT 121,,60,C,,,BSC-O,1,3,
COSC 305,,62,C,,,BSC-O,3,3,
COSC 301,,65,C+,,,BSC-O,3,3,
STAT 303,,61,C,,,BSC-O,3,3,
COSC 304,,67,C+,,,BSC-O,3,3,
COSC 121,,68,B-,,,BSC-O,1,3,
COSC 341,,70,B-,,,BSC-O,3,3,
COSC 221,,59,C-,,,BSC-O,2,3,
COSC 222,,66,C+,,,BSC-O,2,3,
MATH 100,,70,B-,,,BSC-O,1,3,
MATH 221,,67,C+,,,BSC-O,2,3,
MATH 101,,59,C-,,,BSC-O,1,3,
MATH 200,,70,B-,,,BSC-O,2,3,
PHYS 112,,69,B-,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,67,C+,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 311,,67,C+,,,BSC-O,3,3,
PHIL 331,,57,C-,,,BSC-O,3,3,
STAT 230,,66,C+,,,BSC-O,2,3,
COSC 111,,57,C-,,,BSC-O,1,3,
COSC 310,,60,C,,,BSC-O,3,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 200,,,,,1,BSC-O,2,3,
PHYS 121,,61,C,,,BSC-O,1,3,
PHYS 122,,55,C-,,,BSC-O,1,3,
