Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,83,A-,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,96,A+,,,BSC-O,1,3,
MATH 100,,84,A-,,,BSC-O,1,3,
MATH 101,,96,A+,,,BSC-O,1,3,
PHYS 215,,95,A+,,,BSC-O,2,3,
MATH 200,,93,A+,,,BSC-O,2,3,
PHYS 216,,92,A+,,,BSC-O,2,3,
PHYS 112,,94,A+,,,BSC-O,1,3,
PHYS 231,,91,A+,,,BSC-O,2,3,
PHYS 111,,83,A-,,,BSC-O,1,3,
PHYS 232,,86,A,,,BSC-O,2,3,
CHEM 123,,87,A,,,BSC-O,1,3,
CHEM 121,,91,A+,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,85,A,,,BSC-O,1,3,
MATH 215,,82,A-,,,BSC-O,2,3,
MATH 216,,89,A,,,BSC-O,2,3,
MATH 231,,82,A-,,,BSC-O,2,3,
MATH 232,,83,A-,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,92,A+,,,BSC-O,1,3,
PHYS 200,,87,A,,,BSC-O,2,3,
PHYS 121,,97,A+,,,BSC-O,1,3,
PHYS 122,,84,A-,,,BSC-O,1,3,
