Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,79,B+,,,BSC-O,1,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,71,B-,,,BSC-O,3,3,
MATH 319,,71,B-,,,BSC-O,3,3,
COSC 304,,71,B-,,,BSC-O,3,3,
COSC 121,,82,A-,,,BSC-O,1,3,
COSC 341,,71,B-,,,BSC-O,3,3,
COSC 122,,,,,1,BSC-O,1,3,
PHYS 418,,75,B,,,BSC-O,4,3,
MATH 100,,79,B+,,,BSC-O,1,3,
MATH 101,,71,B-,,,BSC-O,1,3,
PHYS 215,,69,B-,,,BSC-O,2,3,
MATH 200,,77,B+,,,BSC-O,2,3,
PHYS 216,,80,A-,,,BSC-O,2,3,
PHYS 112,,82,A-,,,BSC-O,1,3,
PHYS 231,,79,B+,,,BSC-O,2,3,
PHYS 111,,69,B-,,,BSC-O,1,3,
PHYS 232,,76,B+,,,BSC-O,2,3,
CHEM 123,,68,B-,,,BSC-O,1,3,
CHEM 121,,81,A-,,,BSC-O,1,3,
MATH 327,,71,B-,,,BSC-O,3,3,
MATH 307,,78,B+,,,BSC-O,3,3,
COSC 111,,83,A-,,,BSC-O,1,3,
MATH 215,,75,B,,,BSC-O,2,3,
MATH 216,,77,B+,,,BSC-O,2,3,
MATH 231,,77,B+,,,BSC-O,2,3,
MATH 232,,68,B-,,,BSC-O,2,3,
PHYS 328,,71,B-,,,BSC-O,3,3,
PHYS 402,,80,A-,,,BSC-O,4,3,
PHYS 304,,81,A-,,,BSC-O,3,3,
MATH 311,,82,A-,,,BSC-O,3,3,
PHYS 301,,71,B-,,,BSC-O,3,3,
PHYS 401,,77,B+,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,83,A-,,,BSC-O,1,3,
PHYS 200,,81,A-,,,BSC-O,2,3,
PHYS 121,,83,A-,,,BSC-O,1,3,
PHYS 122,,74,B,,,BSC-O,1,3,
