Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,100,A+,,,BSC-O,1,3,
COSC 305,,95,A+,,,BSC-O,3,3,
COSC 449,,89,A,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,100,A+,,,BSC-O,3,3,
COSC 121,,92,A+,,,BSC-O,1,3,
COSC 341,,100,A+,,,BSC-O,3,3,
COSC 221,,100,A+,,,BSC-O,2,3,
COSC 320,,100,A+,,,BSC-O,3,3,
COSC 123,,95,A+,,,BSC-O,1,3,
COSC 222,,95,A+,,,BSC-O,2,3,
MATH 100,,100,A+,,,BSC-O,1,3,
MATH 221,,97,A+,,,BSC-O,2,3,
MATH 101,,98,A+,,,BSC-O,1,3,
PHYS 112,,93,A+,,,BSC-O,1,3,
PHYS 231,,95,A+,,,BSC-O,2,3,
PHYS 111,,100,A+,,,BSC-O,1,3,
PHIL 331,,93,A+,,,BSC-O,4,3,
DATA 311,,96,A+,,,BSC-O,3,3,
STAT 230,,92,A+,,,BSC-O,2,3,
COSC 111,,97,A+,,,BSC-O,1,3,
COSC 211,,88,A,,,BSC-O,2,3,
COSC 310,,100,A+,,,BSC-O,3,3,
PHYS 304,,94,A+,,,BSC-O,3,3,
PHYS 301,,96,A+,,,BSC-O,3,3,
PHYS 225,,92,A+,,,BSC-O,2,3,
PHYS 200,,98,A+,,,BSC-O,2,3,
