Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,80,A-,,,BSC-O,1,3,
CHEM 123,,77,B+,,,BSC-O,1,3,
CHEM 121,,91,A+,,,BSC-O,1,3,
COSC 121,,79,B+,,,BSC-O,1,3,
COSC 111,,90,A+,,,BSC-O,1,3,
MATH 215,,,,,,BSC-O,2,3,
MATH 216,,,,,,BSC-O,2,3,
MATH 231,,,,,,BSC-O,2,3,
MATH 100,,89,A,,,BSC-O,1,3,
MATH 232,,,,,,BSC-O,2,3,
MATH 101,,89,A,,,BSC-O,1,3,
PHYS 215,,,,,,BSC-O,2,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 216,,,,,,BSC-O,2,3,
PHYS 112,,82,A-,,,BSC-O,1,3,
CHEM 113,,87,A,,,BSC-O,1,3,
PHYS 200,,,,,,BSC-O,2,3,
PHYS 121,,81,A-,,,BSC-O,1,3,
PHYS 231,,,,,,BSC-O,2,3,
PHYS 111,,87,A,,,BSC-O,1,3,
PHYS 122,,87,A,,,BSC-O,1,3,
PHYS 232,,,,,,BSC-O,2,3,
