Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
COSC 449,,71,B-,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 304,,71,B-,,,BSC-O,3,3,
COSC 121,,73,B,,,BSC-O,1,3,
COSC 341,,69,B-,,,BSC-O,3,3,
COSC 221,,72,B,,,BSC-O,2,3,
COSC 320,,72,B,,,BSC-O,3,3,
COSC 123,,67,C+,,,BSC-O,1,3,
COSC 222,,65,C+,,,BSC-O,2,3,
MATH 100,,77,B+,,,BSC-O,1,3,
MATH 221,,64,C+,,,BSC-O,2,3,
MATH 101,,76,B+,,,BSC-O,1,3,
PHYS 112,,65,C+,,,BSC-O,1,3,
PHYS 231,,69,B-,,,BSC-O,2,3,
PHYS 111,,73,B,,,BSC-O,1,3,
PHYS 331,,72,B,,,BSC-O,3,3,
PHIL 331,,66,C+,,,BSC-O,4,3,
DATA 311,,70,B-,,,BSC-O,3,3,
STAT 230,,69,B-,,,BSC-O,2,3,
COSC 111,,76,B+,,,BSC-O,1,3,
COSC 211,,70,B-,,,BSC-O,2,3,
COSC 310,,71,B-,,,BSC-O,3,3,
PHYS 324,,66,C+,,,BSC-O,3,3,
PHYS 200,,77,B+,,,BSC-O,2,3,
