Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,75,B,,,BSC-O,3,3,
DATA 421,,78,B+,,,BSC-O,4,3,
DATA 101,,80,A-,,,BSC-O,1,3,
CHEM 111,,80,A-,,,BSC-O,1,3,
COSC 407,,,,,1,BSC-O,4,3,
STAT 303,,79,B+,,,BSC-O,3,3,
COSC 303,,73,B,,,BSC-O,3,3,
COSC 304,,72,B,,,BSC-O,3,3,
COSC 221,,,,,1,BSC-O,2,3,
MATH 303,,80,A-,,,BSC-O,3,3,
MATH 100,,73,B,,,BSC-O,1,3,
MATH 221,,69,B-,,,BSC-O,2,3,
MATH 101,,75,B,,,BSC-O,1,3,
MATH 200,,79,B+,,,BSC-O,2,3,
PHYS 112,,80,A-,,,BSC-O,1,3,
PHYS 111,,74,B,,,BSC-O,1,3,
DATA 315,,79,B+,,,BSC-O,3,3,
DATA 311,,69,B-,,,BSC-O,3,3,
DATA 410,,74,B,,,BSC-O,4,3,
STAT 230,,77,B+,,,BSC-O,2,3,
CHEM 123,,73,B,,,BSC-O,1,3,
CHEM 121,,75,B,,,BSC-O,1,3,
MATH 307,,80,A-,,,BSC-O,3,3,
COSC 111,,71,B-,,,BSC-O,1,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,68,B-,,,BSC-O,1,3,
DATA 407,,81,A-,,,BSC-O,4,3,
PHYS 420,,80,A-,,,BSC-O,4,3,
PHYS 121,,83,A-,,,BSC-O,1,3,
DATA 405,,80,A-,,,BSC-O,4,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
