Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
CHEM 111,,69,B-,,,BSC-O,1,3,
STAT 406,,,,,1,BSC-O,4,3,
COSC 301,,79,B+,,,BSC-O,3,3,
STAT 303,,71,B-,,,BSC-O,3,3,
MATH 319,,78,B+,,,BSC-O,3,3,
COSC 121,,68,B-,,,BSC-O,1,3,
COSC 222,,,,,1,BSC-O,2,3,
PHYS 418,,81,A-,,,BSC-O,4,3,
MATH 100,,71,B-,,,BSC-O,1,3,
MATH 101,,81,A-,,,BSC-O,1,3,
PHYS 215,,83,A-,,,BSC-O,2,3,
MATH 200,,69,B-,,,BSC-O,2,3,
PHYS 216,,80,A-,,,BSC-O,2,3,
PHYS 112,,68,B-,,,BSC-O,1,3,
PHYS 231,,71,B-,,,BSC-O,2,3,
PHYS 111,,83,A-,,,BSC-O,1,3,
PHYS 232,,70,B-,,,BSC-O,2,3,
CHEM 123,,78,B+,,,BSC-O,1,3,
CHEM 121,,74,B,,,BSC-O,1,3,
MATH 327,,82,A-,,,BSC-O,3,3,
MATH 307,,78,B+,,,BSC-O,3,3,
COSC 111,,69,B-,,,BSC-O,1,3,
MATH 215,,68,B-,,,BSC-O,2,3,
MATH 216,,77,B+,,,BSC-O,2,3,
MATH 231,,81,A-,,,BSC-O,2,3,
MATH 232,,77,B+,,,BSC-O,2,3,
PHYS 328,,81,A-,,,BSC-O,3,3,
PHYS 402,,68,B-,,,BSC-O,4,3,
PHYS 304,,73,B,,,BSC-O,3,3,
MATH 311,,81,A-,,,BSC-O,3,3,
PHYS 301,,69,B-,,,BSC-O,3,3,
PHYS 401,,82,A-,,,BSC-O,4,3,
CHEM 113,,82,A-,,,BSC-O,1,3,
PHYS 200,,69,B-,,,BSC-O,2,3,
PHYS 121,,73,B,,,BSC-O,1,3,
DATA 405,,,,,1,BSC-O,4,3,
PHYS 122,,79,B+,,,BSC-O,1,3,
