Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,75,B,,,BSC-O,3,3,
DATA 421,,74,B,,,BSC-O,4,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,74,B,,,BSC-O,1,3,
CHEM 111,,82,A-,,,BSC-O,1,3,
STAT 303,,85,A,,,BSC-O,3,3,
COSC 303,,81,A-,,,BSC-O,3,3,
COSC 304,,84,A-,,,BSC-O,3,3,
MATH 303,,76,B+,,,BSC-O,3,3,
COSC 421,,,,,1,BSC-O,4,3,
PHYS 418,,,,,1,BSC-O,4,3,
MATH 100,,77,B+,,,BSC-O,1,3,
MATH 221,,74,B,,,BSC-O,2,3,
MATH 101,,75,B,,,BSC-O,1,3,
MATH 200,,79,B+,,,BSC-O,2,3,
PHYS 112,,72,B,,,BSC-O,1,3,
PHYS 111,,71,B-,,,BSC-O,1,3,
DATA 315,,82,A-,,,BSC-O,3,3,
DATA 311,,82,A-,,,BSC-O,3,3,
DATA 410,,71,B-,,,BSC-O,4,3,
STAT 230,,80,A-,,,BSC-O,2,3,
CHEM 123,,83,A-,,,BSC-O,1,3,
CHEM 121,,81,A-,,,BSC-O,1,3,
MATH 307,,85,A,,,BSC-O,3,3,
COSC 111,,74,B,,,BSC-O,1,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,86,A,,,BSC-O,1,3,
DATA 407,,74,B,,,BSC-O,4,3,
PHYS 420,,84,A-,,,BSC-O,4,3,
PHYS 121,,81,A-,,,BSC-O,1,3,
DATA 405,,80,A-,,,BSC-O,4,3,
PHYS 122,,76,B+,,,BSC-O,1,3,
