Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
COSC 305,,79,B+,,,BSC-O,3,3,
COSC 449,,81,A-,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 304,,69,B-,,,BSC-O,3,3,
COSC 121,,82,A-,,,BSC-O,1,3,
COSC 341,,77,B+,,,BSC-O,3,3,
COSC 221,,71,B-,,,BSC-O,2,3,
COSC 320,,74,B,,,BSC-O,3,3,
COSC 123,,76,B+,,,BSC-O,1,3,
COSC 222,,70,B-,,,BSC-O,2,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,68,B-,,,BSC-O,1,3,
MATH 221,,82,A-,,,BSC-O,2,3,
MATH 101,,79,B+,,,BSC-O,1,3,
PHYS 112,,74,B,,,BSC-O,1,3,
PHYS 231,,67,C+,,,BSC-O,2,3,
PHYS 111,,79,B+,,,BSC-O,1,3,
PHIL 331,,80,A-,,,BSC-O,4,3,
STAT 230,,81,A-,,,BSC-O,2,3,
COSC 111,,70,B-,,,BSC-O,1,3,
COSC 211,,68,B-,,,BSC-O,2,3,
COSC 310,,74,B,,,BSC-O,3,3,
PHYS 304,,79,B+,,,BSC-O,3,3,
PHYS 324,,80,A-,,,BSC-O,3,3,
PHYS 200,,73,B,,,BSC-O,2,3,
