Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,87,A,,,BSC-O,1,3,
COSC 305,,93,A+,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 301,,95,A+,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,94,A+,,,BSC-O,3,3,
COSC 121,,95,A+,,,BSC-O,1,3,
COSC 341,,91,A+,,,BSC-O,3,3,
COSC 221,,85,A,,,BSC-O,2,3,
COSC 320,,90,A+,,,BSC-O,3,3,
COSC 122,,82,A-,,,BSC-O,1,3,
COSC 123,,90,A+,,,BSC-O,1,3,
COSC 222,,87,A,,,BSC-O,2,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 221,,88,A,,,BSC-O,2,3,
MATH 101,,84,A-,,,BSC-O,1,3,
PHYS 112,,97,A+,,,BSC-O,1,3,
PHYS 231,,87,A,,,BSC-O,2,3,
PHYS 111,,87,A,,,BSC-O,1,3,
PHYS 331,,97,A+,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,83,A-,,,BSC-O,3,3,
STAT 230,,86,A,,,BSC-O,2,3,
COSC 111,,83,A-,,,BSC-O,1,3,
COSC 211,,88,A,,,BSC-O,2,3,
COSC 310,,88,A,,,BSC-O,3,3,
PHYS 304,,91,A+,,,BSC-O,3,3,
PHYS 301,,94,A+,,,BSC-O,3,3,
PHYS 225,,83,A-,,,BSC-O,2,3,
PHYS 324,,94,A+,,,BSC-O,3,3,
PHYS 200,,97,A+,,,BSC-O,2,3,
