Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,83,A-,,,BSC-O,1,3,
COSC 305,,79,B+,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 301,,79,B+,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,87,A,,,BSC-O,3,3,
COSC 121,,89,A,,,BSC-O,1,3,
COSC 341,,94,A+,,,BSC-O,3,3,
COSC 221,,92,A+,,,BSC-O,2,3,
COSC 320,,82,A-,,,BSC-O,3,3,
COSC 122,,84,A-,,,BSC-O,1,3,
COSC 123,,84,A-,,,BSC-O,1,3,
COSC 222,,82,A-,,,BSC-O,2,3,
MATH 100,,83,A-,,,BSC-O,1,3,
MATH 221,,90,A+,,,BSC-O,2,3,
MATH 101,,87,A,,,BSC-O,1,3,
PHYS 112,,94,A+,,,BSC-O,1,3,
PHYS 231,,80,A-,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,94,A+,,,BSC-O,2,3,
COSC 111,,92,A+,,,BSC-O,1,3,
COSC 211,,87,A,,,BSC-O,2,3,
COSC 310,,94,A+,,,BSC-O,3,3,
PHYS 304,,86,A,,,BSC-O,3,3,
PHYS 301,,83,A-,,,BSC-O,3,3,
PHYS 324,,79,B+,,,BSC-O,3,3,
PHYS 225,,84,A-,,,BSC-O,2,3,
PHYS 200,,86,A,,,BSC-O,2,3,
