Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
COSC 305,,61,C,,,BSC-O,3,3,
COSC 449,,58,C-,,,BSC-O,4,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,70,B-,,,BSC-O,3,3,
COSC 121,,71,B-,,,BSC-O,1,3,
COSC 341,,63,C,,,BSC-O,3,3,
COSC 221,,65,C+,,,BSC-O,2,3,
COSC 320,,58,C-,,,BSC-O,3,3,
COSC 123,,62,C,,,BSC-O,1,3,
COSC 222,,69,B-,,,BSC-O,2,3,
COSC 344,,67,C+,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,69,B-,,,BSC-O,2,3,
MATH 101,,67,C+,,,BSC-O,1,3,
PHYS 112,,62,C,,,BSC-O,1,3,
PHYS 231,,66,C+,,,BSC-O,2,3,
PHYS 111,,59,C-,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
PHIL 331,,61,C,,,BSC-O,4,3,
DATA 311,,67,C+,,,BSC-O,3,3,
STAT 230,,58,C-,,,BSC-O,2,3,
COSC 111,,69,B-,,,BSC-O,1,3,
COSC 211,,62,C,,,BSC-O,2,3,
COSC 310,,60,C,,,BSC-O,3,3,
PHYS 225,,,,,1,BSC-O,2,3,
PHYS 200,,67,C+,,,BSC-O,2,3,
