Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,85,A,,,BSC-O,1,3,
COSC 305,,81,A-,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,92,A+,,,BSC-O,3,3,
COSC 121,,94,A+,,,BSC-O,1,3,
COSC 341,,85,A,,,BSC-O,3,3,
COSC 221,,82,A-,,,BSC-O,2,3,
COSC 320,,84,A-,,,BSC-O,3,3,
COSC 122,,92,A+,,,BSC-O,1,3,
COSC 123,,87,A,,,BSC-O,1,3,
COSC 222,,81,A-,,,BSC-O,2,3,
COSC 344,,88,A,,,BSC-O,3,3,
MATH 100,,80,A-,,,BSC-O,1,3,
MATH 221,,84,A-,,,BSC-O,2,3,
MATH 101,,91,A+,,,BSC-O,1,3,
PHYS 112,,85,A,,,BSC-O,1,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,92,A+,,,BSC-O,1,3,
PHYS 331,,94,A+,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,94,A+,,,BSC-O,3,3,
STAT 230,,88,A,,,BSC-O,2,3,
COSC 111,,87,A,,,BSC-O,1,3,
COSC 211,,88,A,,,BSC-O,2,3,
COSC 310,,95,A+,,,BSC-O,3,3,
PHYS 304,,91,A+,,,BSC-O,3,3,
PHYS 324,,90,A+,,,BSC-O,3,3,
PHYS 225,,95,A+,,,BSC-O,2,3,
PHYS 200,,94,A+,,,BSC-O,2,3,
