Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,59,C-,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,72,B,,,BSC-O,1,3,
CHEM 111,,72,B,,,BSC-O,1,3,
STAT 303,,69,B-,,,BSC-O,3,3,
COSC 303,,68,B-,,,BSC-O,3,3,
COSC 304,,64,C+,,,BSC-O,3,3,
MATH 303,,64,C+,,,BSC-O,3,3,
MATH 100,,58,C-,,,BSC-O,1,3,
MATH 221,,62,C,,,BSC-O,2,3,
MATH 101,,65,C+,,,BSC-O,1,3,
MATH 200,,65,C+,,,BSC-O,2,3,
PHYS 112,,61,C,,,BSC-O,1,3,
PHYS 111,,63,C,,,BSC-O,1,3,
DATA 315,,67,C+,,,BSC-O,3,3,
DATA 311,,62,C,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,60,C,,,BSC-O,2,3,
CHEM 123,,58,C-,,,BSC-O,1,3,
CHEM 121,,71,B-,,,BSC-O,1,3,
MATH 307,,58,C-,,,BSC-O,3,3,
COSC 111,,59,C-,,,BSC-O,1,3,
CHEM 113,,60,C,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,67,C+,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,66,C+,,,BSC-O,1,3,
