Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,85,A,,,BSC-O,1,3,
COSC 305,,75,B,,,BSC-O,3,3,
COSC 449,,87,A,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,89,A,,,BSC-O,3,3,
COSC 121,,75,B,,,BSC-O,1,3,
COSC 341,,84,A-,,,BSC-O,3,3,
COSC 221,,86,A,,,BSC-O,2,3,
COSC 320,,90,A+,,,BSC-O,3,3,
COSC 122,,90,A+,,,BSC-O,1,3,
COSC 123,,82,A-,,,BSC-O,1,3,
COSC 222,,86,A,,,BSC-O,2,3,
COSC 344,,82,A-,,,BSC-O,3,3,
MATH 100,,89,A,,,BSC-O,1,3,
MATH 221,,78,B+,,,BSC-O,2,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 112,,79,B+,,,BSC-O,1,3,
PHYS 231,,86,A,,,BSC-O,2,3,
PHYS 111,,89,A,,,BSC-O,1,3,
PHIL 331,,86,A,,,BSC-O,4,3,
DATA 311,,83,A-,,,BSC-O,3,3,
STAT 230,,89,A,,,BSC-O,2,3,
COSC 111,,80,A-,,,BSC-O,1,3,
COSC 211,,80,A-,,,BSC-O,2,3,
COSC 310,,75,B,,,BSC-O,3,3,
PHYS 304,,90,A+,,,BSC-O,3,3,
PHYS 301,,84,A-,,,BSC-O,3,3,
PHYS 324,,82,A-,,,BSC-O,3,3,
PHYS 225,,75,B,,,BSC-O,2,3,
PHYS 200,,90,A+,,,BSC-O,2,3,
