Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,83,A-,,,BSC-O,3,3,
STAT 124,,,,,1,BSC-O,1,3,
DATA 421,,76,B+,,,BSC-O,4,3,
DATA 101,,77,B+,,,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
COSC 305,,,,,1,BSC-O,3,3,
STAT 303,,77,B+,,,BSC-O,3,3,
COSC 303,,89,A,,,BSC-O,3,3,
COSC 304,,82,A-,,,BSC-O,3,3,
MATH 303,,90,A+,,,BSC-O,3,3,
COSC 222,,,,,1,BSC-O,2,3,
MATH 100,,85,A,,,BSC-O,1,3,
MATH 221,,87,A,,,BSC-O,2,3,
MATH 101,,86,A,,,BSC-O,1,3,
MATH 200,,85,A,,,BSC-O,2,3,
PHYS 112,,87,A,,,BSC-O,1,3,
PHYS 111,,85,A,,,BSC-O,1,3,
DATA 315,,90,A+,,,BSC-O,3,3,
DATA 311,,85,A,,,BSC-O,3,3,
DATA 410,,81,A-,,,BSC-O,4,3,
STAT 230,,75,B,,,BSC-O,2,3,
CHEM 123,,90,A+,,,BSC-O,1,3,
CHEM 121,,84,A-,,,BSC-O,1,3,
MATH 307,,82,A-,,,BSC-O,3,3,
COSC 111,,90,A+,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
CHEM 113,,76,B+,,,BSC-O,1,3,
DATA 407,,87,A,,,BSC-O,4,3,
PHYS 420,,76,B+,,,BSC-O,4,3,
PHYS 121,,87,A,,,BSC-O,1,3,
DATA 405,,80,A-,,,BSC-O,4,3,
PHYS 122,,80,A-,,,BSC-O,1,3,
