Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,87,A,,,BSC-O,1,3,
COSC 301,,81,A-,,,BSC-O,3,3,
STAT 303,,89,A,,,BSC-O,3,3,
MATH 319,,89,A,,,BSC-O,3,3,
COSC 304,,86,A,,,BSC-O,3,3,
COSC 121,,82,A-,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 222,,80,A-,,,BSC-O,2,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,89,A,,,BSC-O,1,3,
MATH 101,,79,B+,,,BSC-O,1,3,
PHYS 215,,85,A,,,BSC-O,2,3,
MATH 200,,88,A,,,BSC-O,2,3,
PHYS 216,,80,A-,,,BSC-O,2,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 231,,85,A,,,BSC-O,2,3,
PHYS 111,,76,B+,,,BSC-O,1,3,
PHYS 232,,80,A-,,,BSC-O,2,3,
PHYS 331,,87,A,,,BSC-O,3,3,
CHEM 123,,89,A,,,BSC-O,1,3,
CHEM 121,,79,B+,,,BSC-O,1,3,
MATH 327,,78,B+,,,BSC-O,3,3,
MATH 307,,76,B+,,,BSC-O,3,3,
COSC 111,,81,A-,,,BSC-O,1,3,
MATH 215,,80,A-,,,BSC-O,2,3,
MATH 216,,76,B+,,,BSC-O,2,3,
MATH 231,,82,A-,,,BSC-O,2,3,
MATH 232,,88,A,,,BSC-O,2,3,
PHYS 328,,90,A+,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,90,A+,,,BSC-O,3,3,
MATH 311,,77,B+,,,BSC-O,3,3,
PHYS 301,,83,A-,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,88,A,,,BSC-O,1,3,
PHYS 200,,82,A-,,,BSC-O,2,3,
PHYS 121,,78,B+,,,BSC-O,1,3,
PHYS 122,,91,A+,,,BSC-O,1,3,
