Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,90,A+,,,BSC-O,1,3,
COSC 305,,99,A+,,,BSC-O,3,3,
COSC 449,,95,A+,,,BSC-O,4,3,
COSC 304,,90,A+,,,BSC-O,3,3,
COSC 121,,100,A+,,,BSC-O,1,3,
COSC 341,,99,A+,,,BSC-O,3,3,
COSC 221,,87,A,,,BSC-O,2,3,
COSC 320,,91,A+,,,BSC-O,3,3,
COSC 122,,97,A+,,,BSC-O,1,3,
COSC 123,,95,A+,,,BSC-O,1,3,
COSC 222,,100,A+,,,BSC-O,2,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,90,A+,,,BSC-O,1,3,
MATH 221,,97,A+,,,BSC-O,2,3,
MATH 101,,87,A,,,BSC-O,1,3,
PHYS 112,,96,A+,,,BSC-O,1,3,
PHYS 231,,99,A+,,,BSC-O,2,3,
PHYS 111,,95,A+,,,BSC-O,1,3,
PHYS 331,,96,A+,,,BSC-O,3,3,
PHIL 331,,89,A,,,BSC-O,4,3,
DATA 311,,100,A+,,,BSC-O,3,3,
STAT 230,,99,A+,,,BSC-O,2,3,
COSC 111,,92,A+,,,BSC-O,1,3,
COSC 211,,88,A,,,BSC-O,2,3,
COSC 310,,100,A+,,,BSC-O,3,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 301,,98,A+,,,BSC-O,3,3,
PHYS 324,,98,A+,,,BSC-O,3,3,
PHYS 225,,89,A,,,BSC-O,2,3,
PHYS 200,,97,A+,,,BSC-O,2,3,
