Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
COSC 305,,82,A-,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,79,B+,,,BSC-O,3,3,
COSC 121,,80,A-,,,BSC-O,1,3,
COSC 341,,76,B+,,,BSC-O,3,3,
COSC 221,,80,A-,,,BSC-O,2,3,
COSC 320,,82,A-,,,BSC-O,3,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 123,,82,A-,,,BSC-O,1,3,
COSC 222,,74,B,,,BSC-O,2,3,
MATH 100,,71,B-,,,BSC-O,1,3,
MATH 221,,71,B-,,,BSC-O,2,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 112,,74,B,,,BSC-O,1,3,
PHYS 111,,68,B-,,,BSC-O,1,3,
PHYS 331,,75,B,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,79,B+,,,BSC-O,2,3,
COSC 111,,71,B-,,,BSC-O,1,3,
COSC 211,,79,B+,,,BSC-O,2,3,
COSC 310,,79,B+,,,BSC-O,3,3,
PHYS 304,,78,B+,,,BSC-O,3,3,
PHYS 301,,,,,1,BSC-O,3,3,
PHYS 225,,81,A-,,,BSC-O,2,3,
PHYS 200,,68,B-,,,BSC-O,2,3,
