Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,93,A+,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,95,A+,,,BSC-O,1,3,
MATH 100,,100,A+,,,BSC-O,1,3,
MATH 101,,100,A+,,,BSC-O,1,3,
PHYS 215,,98,A+,,,BSC-O,2,3,
MATH 200,,91,A+,,,BSC-O,2,3,
PHYS 216,,97,A+,,,BSC-O,2,3,
PHYS 112,,96,A+,,,BSC-O,1,3,
PHYS 231,,92,A+,,,BSC-O,2,3,
PHYS 111,,100,A+,,,BSC-O,1,3,
PHYS 232,,100,A+,,,BSC-O,2,3,
CHEM 123,,91,A+,,,BSC-O,1,3,
CHEM 121,,95,A+,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,98,A+,,,BSC-O,1,3,
MATH 215,,88,A,,,BSC-O,2,3,
MATH 216,,93,A+,,,BSC-O,2,3,
MATH 231,,93,A+,,,BSC-O,2,3,
MATH 232,,100,A+,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,99,A+,,,BSC-O,1,3,
PHYS 200,,91,A+,,,BSC-O,2,3,
PHYS 121,,95,A+,,,BSC-O,1,3,
PHYS 122,,88,A,,,BSC-O,1,3,
