Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
COSC 305,,74,B,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,64,C+,,,BSC-O,3,3,
COSC 121,,74,B,,,BSC-O,1,3,
COSC 341,,63,C,,,BSC-O,3,3,
COSC 221,,70,B-,,,BSC-O,2,3,
COSC 320,,61,C,,,BSC-O,3,3,
COSC 123,,73,B,,,BSC-O,1,3,
COSC 222,,71,B-,,,BSC-O,2,3,
MATH 100,,70,B-,,,BSC-O,1,3,
MATH 221,,70,B-,,,BSC-O,2,3,
MATH 101,,63,C,,,BSC-O,1,3,
PHYS 112,,74,B,,,BSC-O,1,3,
PHYS 111,,64,C+,,,BSC-O,1,3,
PHYS 331,,63,C,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,,,,1,BSC-O,3,3,
STAT 230,,69,B-,,,BSC-O,2,3,
COSC 111,,70,B-,,,BSC-O,1,3,
COSC 211,,62,C,,,BSC-O,2,3,
COSC 310,,74,B,,,BSC-O,3,3,
PHYS 304,,68,B-,,,BSC-O,3,3,
PHYS 225,,63,C,,,BSC-O,2,3,
PHYS 200,,70,B-,,,BSC-O,2,3,
