Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,92,A+,,,BSC-O,1,3,
COSC 305,,85,A,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 301,,98,A+,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,85,A,,,BSC-O,3,3,
COSC 121,,84,A-,,,BSC-O,1,3,
COSC 341,,94,A+,,,BSC-O,3,3,
COSC 221,,86,A,,,BSC-O,2,3,
COSC 320,,87,A,,,BSC-O,3,3,
COSC 122,,83,A-,,,BSC-O,1,3,
COSC 123,,94,A+,,,BSC-O,1,3,
COSC 222,,96,A+,,,BSC-O,2,3,
COSC 344,,90,A+,,,BSC-O,3,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 221,,97,A+,,,BSC-O,2,3,
MATH 101,,97,A+,,,BSC-O,1,3,
PHYS 112,,89,A,,,BSC-O,1,3,
PHYS 231,,83,A-,,,BSC-O,2,3,
PHYS 111,,97,A+,,,BSC-O,1,3,
PHYS 331,,89,A,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,97,A+,,,BSC-O,2,3,
COSC 111,,93,A+,,,BSC-O,1,3,
COSC 211,,97,A+,,,BSC-O,2,3,
COSC 310,,94,A+,,,BSC-O,3,3,
PHYS 304,,98,A+,,,BSC-O,3,3,
PHYS 324,,85,A,,,BSC-O,3,3,
PHYS 225,,83,A-,,,BSC-O,2,3,
PHYS 200,,86,A,,,BSC-O,2,3,
